PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,Title,IsAlone,SmallFamily,LargeFamily,HasCabin,CabinDeck,FareLog,FareBand,AgeBand,IsChild,IsSenior,Sex_Pclass,IsWomanOrChild
850,1,3,"Miller, Mrs. Margaret",female,33.4,0,0,379453,12.0608,,S,1,Mrs,1,0,0,0,,2.5696153777149546,Mid,Young,0,0,female_3,1
851,0,1,"Miller, Miss. Emma",female,22.3,0,2,133189,66.2899,,S,3,Miss,0,1,0,0,,4.209010151094203,VHigh,Young,0,0,female_1,1
852,0,3,"Jones, Lady. Alice",female,25.2,2,3,101123,0.0,,S,6,Mrs,0,0,1,0,,0.0,Low,Young,0,0,female_3,1
853,1,1,"Smith, Mr. Henry",male,14.3,2,0,778748,57.0398,A87,S,3,Mr,0,1,0,1,A,4.06112898211067,VHigh,Teen,0,0,male_1,1
854,0,3,"Anderson, Mr. Edward",male,39.5,1,0,822026,13.5852,,S,2,Mr,0,1,0,0,,2.680007315944213,Mid,Middle,0,0,male_3,0
855,1,1,"Smith, Rev. Thomas",male,30.2,0,1,717923,92.492,,S,2,Rev,0,1,0,0,,4.5378758711367215,VHigh,Young,0,0,male_1,0
856,1,1,"Johnson, Mr. William",male,17.6,1,0,914838,34.7324,,S,2,Mr,0,1,0,0,,3.576057840224489,High,Teen,0,0,male_1,0
857,0,1,"Davis, Col. John",male,24.7,0,1,745712,188.8173,A111,S,2,Col,0,1,0,1,A,5.246062030599498,VHigh,Young,0,0,male_1,0
858,0,3,"Taylor, Mrs. Ellen",female,25.8,0,2,639309,14.4114,B112,S,3,Mrs,0,1,0,1,B,2.7351074953027434,Mid,Young,0,0,female_3,1
859,0,3,"Wilson, Col. Arthur",male,31.4,0,0,227912,15.5311,,C,1,Col,1,0,0,0,,2.805243455293399,Mid,Young,0,0,male_3,0
860,1,1,"Williams, Mr. Henry",male,30.65,0,0,300530,152.1267,,S,1,Mr,1,0,0,0,,5.03126568327818,VHigh,Young,0,0,male_1,0
861,0,3,"Williams, Dr. John",male,55.7,0,0,782092,1.5667,,S,1,Dr,1,0,0,0,,0.9426210271201849,Low,Middle,0,0,male_3,0
862,1,2,"Williams, Mr. Robert",male,9.7,0,0,600940,30.573,B99,Q,1,Mr,1,0,0,1,B,3.4523023249794234,High,Child,1,0,male_2,1
863,0,3,"Davis, Mr. James",male,51.0,0,0,366979,34.3067,A130,S,1,Mr,1,0,0,1,A,3.564072747628904,High,Middle,0,0,male_3,0
864,1,2,"Williams, Dr. Ellen",female,31.700000000000003,1,1,894555,33.3341,G69,S,3,Dr,0,1,0,1,G,3.5361390294093007,High,Young,0,0,female_2,1
865,1,2,"Miller, Miss. Mary",female,13.7,0,2,289684,20.9231,,S,3,Miss,0,1,0,0,,3.0875408754381386,High,Teen,0,0,female_2,1
866,1,3,"Jones, Miss. Ellen",female,33.2,0,2,909915,9.3372,,C,3,Miss,0,1,0,0,,2.335749039372478,Low,Young,0,0,female_3,1
867,0,1,"Miller, Mr. James",male,27.5,0,0,830188,98.0665,B39,C,1,Mr,1,0,0,1,B,4.595791341805304,VHigh,Young,0,0,male_1,0
868,0,1,"Johnson, Col. Robert",male,42.0,0,1,970930,68.2981,,Q,2,Col,0,1,0,0,,4.238417488792587,VHigh,Middle,0,0,male_1,0
869,1,3,"Jones, Mr. Robert",male,28.3,0,0,146659,7.6774,,C,1,Mr,1,0,0,0,,2.1607219446309336,Low,Young,0,0,male_3,0
870,1,3,"Anderson, Mr. Henry",male,49.6,0,0,486964,26.9968,,S,1,Mr,1,0,0,0,,3.3320902179298084,High,Middle,0,0,male_3,0
871,0,2,"Davis, Mrs. Alice",female,19.2,0,0,746699,27.1903,B92,S,1,Mrs,1,0,0,1,B,3.3389779471410512,High,Young,0,0,female_2,1
872,0,2,"Taylor, Mr. John",male,29.8,1,0,99792,34.9204,,S,2,Mr,0,1,0,0,,3.5813053792294567,High,Young,0,0,male_2,0
873,1,3,"Williams, Dr. Henry",male,13.7,0,2,845471,22.9604,,S,3,Dr,0,1,0,0,,3.1764024675987153,High,Teen,0,0,male_3,1
874,1,2,"Brown, Rev. John",male,29.35,1,0,413485,34.182,,S,2,Rev,0,1,0,0,,3.5605345881767136,High,Young,0,0,male_2,0
875,0,1,"Jones, Mr. James",male,41.5,0,0,16088,55.6145,,S,1,Mr,1,0,0,0,,4.036265136145268,VHigh,Middle,0,0,male_1,0
876,1,1,"Jones, Mrs. Sarah",female,25.6,0,0,372793,54.2398,,S,1,Mrs,1,0,0,0,,4.011683707969729,VHigh,Young,0,0,female_1,1
877,0,3,"Wilson, Mr. Charles",male,0.5,1,0,52044,12.8916,,C,2,Mr,0,1,0,0,,2.6312843409170408,Mid,Child,1,0,male_3,1
878,0,3,"Brown, Mr. William",male,30.65,0,0,954585,2.9131,,S,1,Mr,1,0,0,0,,1.3643298987412398,Low,Young,0,0,male_3,0
879,1,1,"Smith, Mr. Arthur",male,35.7,0,0,726748,164.7671,,S,1,Mr,1,0,0,0,,5.110583791165394,VHigh,Middle,0,0,male_1,0
880,0,1,"Smith, Rev. William",male,35.3,1,0,151615,75.376,G117,S,2,Rev,0,1,0,1,G,4.335668510695732,VHigh,Middle,0,0,male_1,0
881,1,1,"Jones, Dr. Ellen",female,22.1,0,0,13005,30.575,G34,S,1,Dr,1,0,0,1,G,3.452365668236555,High,Young,0,0,female_1,1
882,1,3,"Taylor, Lady. Emma",female,13.5,1,1,309347,18.9604,,S,3,Mrs,0,1,0,0,,2.9937503107626786,Mid,Teen,0,0,female_3,1
883,1,1,"Davis, Mrs. Elizabeth",female,27.2,0,0,288364,116.2766,B23,S,1,Mrs,1,0,0,1,B,4.764535247267905,VHigh,Young,0,0,female_1,1
884,1,1,"Taylor, Lady. Emma",female,10.9,1,0,118991,29.2081,,S,2,Mrs,0,1,0,0,,3.4081101003389667,High,Child,1,0,female_1,1
885,0,3,"Brown, Mr. Edward",male,6.9,0,0,42696,15.206,,C,1,Mr,1,0,0,0,,2.7853815440385334,Mid,Child,1,0,male_3,1
886,1,1,"Brown, Mrs. Alice",female,44.3,0,0,745043,98.3674,,Q,1,Mrs,1,0,0,0,,4.598824092062484,VHigh,Middle,0,0,female_1,1
887,1,3,"Jones, Mr. John",male,30.65,0,0,580669,7.3467,,S,1,Mr,1,0,0,0,,2.121866251166037,Low,Young,0,0,male_3,0
888,0,1,"Williams, Mr. John",male,28.9,0,0,975488,37.096,F85,S,1,Mr,1,0,0,1,F,3.640109289744507,VHigh,Young,0,0,male_1,0
889,1,1,"Brown, Mrs. Florence",female,32.9,0,2,532779,196.5334,,S,3,Mrs,0,1,0,0,,5.285907683967079,VHigh,Young,0,0,female_1,1
890,0,2,"Williams, Col. Edward",male,23.7,0,0,770292,16.677,,Q,1,Col,1,0,0,0,,2.8722643595537463,Mid,Young,0,0,male_2,0
891,0,3,"Miller, Mrs. Edith",female,18.0,0,1,141148,4.602,,S,2,Mrs,0,1,0,0,,1.7231236768379168,Low,Teen,0,0,female_3,1
